pid,slr_cpc,wnd_cpc,slr_wn,tx_cpct,revenue,cost,profit,lon,lat,t_state,t_county,p_name,p_year
657,6.41230819,10,0.641230819,10,2840019.711,1387720.26,1452299.451,-101.795561734525,33.5519350599314,TX,Lubbock County,PYCO Soaring Wind Farm,2008
658,0.304050751,0.9,0.337834168,0.9,265207.69,107951.466,157256.2239,-89.628593,39.438492,IL,Montgomery County,GobNob,2009
659,0.118081239,0.1,1.180812393,0.1,39020.99117,17177.86332,21843.12785,-71.4664,41.724392,RI,Kent County,New England Tech,2009
660,1.827950617,1.5,1.218633745,1.5,559616.5284,262301.1368,297315.3917,-72.077698,42.589092,MA,Worcester County,Templeton Wind Turbine,2010
661,0.107163835,0.1,1.071638346,0.1,43116.98191,16857.33885,26259.64306,-70.097771,41.272141,MA,Nantucket County,Nantucket High School,2010
662,1.156487189,1.2,0.963739324,1.2,293146.4282,191346.8877,101799.5405,-94.943382,43.940548,MN,Cottonwood County,Mountain Lake Wind,2007
663,1.387865517,1.2,1.156554598,1.2,403096.5191,205717.6213,197378.8978,-90.079185,41.647644,IL,Whiteside County,Erie Community School District 1,2008
664,0.807025665,0.9,0.896695184,0.9,273251.4852,139479.7406,133771.7446,-92.368904,42.73275,IA,Bremer County,Cannon 1,2009
665,0.147178613,0.108,1.362764939,0.108,35864.33469,19794.96236,16069.37232,-87.865189,41.955463,IL,Cook County,Big Windy,2009
666,0.657961178,0.5,1.315922356,0.5,145278.1094,90181.2934,55096.81596,-88.417328,42.28112,IL,McHenry County,Other World Computing,2009
667,1.104166219,0.9,1.226851354,0.9,227303.8725,158081.1028,69222.76973,-91.192268,39.833282,IL,Adams County,Pigeon Creek,2009
668,0.689847287,0.6,1.149745479,0.6,139584.5051,103021.8819,36562.62328,-89.863617,40.016724,IL,Menard County,Porta High School,2009
669,0.717080362,0.6,1.195133937,0.6,142635.5663,103904.1212,38731.44514,-90.528229,41.344524,IL,Rock Island County,Sherrard High School,2009
670,0.349103035,1.5,0.232735356,1.5,351465.5011,168468.6009,182996.9002,-93.482994,44.736092,MN,Scott County,Shakopee Mdewakanton Sioux,2009
671,1.938645144,2,0.969322572,2,469077.7854,317289.5431,151788.2423,-121.521407997228,37.713867000977,CA,San Joaquin County,Safeway Tracy,2011
672,0.089849932,0.25,0.359399727,0.25,64570.47009,30190.66306,34379.80704,-122.80687,44.867569,OR,Marion County,Doerfler Farms,2011
673,0,97.6,0,84.44156761,14365103.36,9548848.89,4816254.468,-112.284017937172,35.4286671815651,AZ,Coconino County,Perrin Ranch,2012
674,22.44864006,24,0.935360003,24,7205437.41,3804263.694,3401173.716,-118.245132452931,35.0468270416832,CA,Kern County,Brookfield Tehachapi 2,2012
675,76.45429963,78,0.980183329,78,19472207.68,12566193.82,6906013.853,-118.32344521365,35.0601606350025,CA,Kern County,Brookfield Tehachapi 1 (CCDLP),2012
676,3.342529844,3,1.114176615,3,765004.0615,503854.0438,261150.0178,-117.111842990888,34.6221385020742,CA,San Bernardino County,Cemex Black Mountain Quarry,2012
677,1.627394506,1.5,1.084929671,1.5,418358.4949,249656.8687,168701.6261,-121.935188,38.687595,CA,Yolo County,Cemex Madison,2012
678,3.341596808,3.2,1.044249002,3.2,680257.6234,523611.4316,156646.1918,-117.306537492551,34.5610465017357,CA,San Bernardino County,Cemex River Plant,2012
679,179.5280056,189,0.949883627,189,49344878.31,29840957.05,19503921.26,-118.461500080526,34.9317765742912,CA,Kern County,Manzana Winds,2012
680,90.0289155,78.2,1.151264904,78.2,21188474.45,13285169.36,7903305.093,-121.824646542821,38.1170245009039,CA,Solano County,Montezuma Winds II,2012
681,55.8280715,49,1.139348398,49,12866256.37,8292950.724,4573305.647,-116.561794653437,33.8823557461957,CA,Riverside County,Mountain View IV,2012
682,19.21918237,18,1.067732354,18,4932498.593,3000587.703,1931910.89,-118.241178018229,35.0293103240304,CA,Kern County,Mustang Hills,2012
683,3.176203596,3,1.058734532,3,840969.2988,492762.6487,348206.6502,-116.749888990126,33.9169940079201,CA,Riverside County,Nestle Waters,2012
684,214.7351038,162,1.325525332,162,44288854.66,30026923.12,14261931.54,-118.190854371947,35.3305468526442,CA,Kern County,North Sky River,2012
685,261.3012648,222.78,1.172911683,222.78,47897650.84,39748512.95,8149137.888,-116.039704258103,32.7493023006146,CA,Imperial County,Ocotillo Wind I,2012
686,190.3731796,143.5,1.326642366,143.5,37043857.03,25996676.48,11047180.54,-118.429457111317,34.8992578935114,CA,Kern County,Pacific Wind,2012
687,152.4577712,177,0.86134334,177,63426931.26,27262063.71,36164867.55,-118.221803721157,35.051457483253,CA,Kern County,Pinyon Pines I,2012
688,98.38679298,111,0.886367504,111,39261289.86,17246314.95,22014974.91,-118.213809880742,35.0095203467258,CA,Kern County,Pinyon Pines II,2012
689,4.121131827,3.2,1.287853696,3.2,829035.2554,572170.6092,256864.6462,-116.81323597181,33.9158955138296,CA,Riverside County,Robertsons Ready Mix,2012
690,138.966491,98.4,1.412261088,98.4,22182854.23,18333404.86,3849449.369,-121.851120848754,38.1333753647889,CA,Solano County,Shiloh IV,2012
691,132.6599999,99,1.339999999,99,22670895.96,18026961.63,4643934.339,-121.780214104853,38.0910731093173,CA,Solano County,Solano Phase 3,2012
692,1.196349436,1,1.196349436,1,325046.0257,173658.0537,151387.9721,-121.81749,38.420094,CA,Solano County,Superior Farms,2012
693,6.127651592,6,1.021275265,6,1978421.674,970196.7746,1008224.899,-116.555588,33.9080945,CA,Riverside County,Wagner,2012
694,0.529682137,1.5,0.353121425,1.5,426774.8768,184570.4166,242204.4601,-122.193886,40.111195,CA,Tehama County,Walmart Red Bluff,2012
695,111.1719786,120,0.926433155,120,41812933.41,18904838.25,22908095.16,-118.318787319953,35.0333551567808,CA,Kern County,Windstar,2012
696,7.33382462,28.8,0.254646688,28.8,7198379.03,3281391.701,3916987.329,-104.468827259168,37.7796839879024,CO,Huerfano County,Busch Ranch,2012
697,43.10428475,67.2,0.641432809,67.2,15684105.17,9271792.654,6412312.514,-102.7526557011,40.7443236169952,CO,Logan County,Colorado Highlands,2012
698,117.3925869,200,0.586962935,200,42358075.99,26937233.74,15420842.25,-103.647560880678,39.3968935011076,CO,Elbert County,Limon I,2012
699,214.5264295,200,1.072632147,200,46463282.16,33036674.71,13426607.44,-103.561754488572,39.3388065966856,CO,Lincoln County,Limon II,2012
700,9.317965886,9.6,0.970621446,9.6,2898740.891,1527155.374,1371585.517,-93.4394265087917,42.1496606543598,IA,Story County,AG Land 1,2012
701,1.03513593,0.9,1.150151033,0.9,258904.3509,153746.327,105158.024,-92.368095,42.735493,IA,Bremer County,Cannon II,2012
702,1.330942341,1.6,0.831838963,1.6,415115.8217,242612.8528,172502.9689,-94.434891,41.227093000000004,IA,Adair County,Cumberland Rose,2012
703,216.9337987,200.1,1.08412693,200.1,54057306.47,33169759.53,20887546.95,-94.6821975753809,41.557694138182796,IA,Audubon County,Eclipse,2012
704,1.508879548,1.6,0.943049717,1.6,439024.1564,252692.7538,186331.4026,-94.570694,41.339592,IA,Adair County,Forward Fontanelle,2012
705,127.4681772,99,1.287557346,99,23753691.56,17708766.37,6044925.183,-93.3298862964355,42.6103088641729,IA,Franklin County,Franklin County,2012
706,0.58532594,1.6,0.365828713,1.6,401003.0093,195850.4728,205152.5366,-94.488579,41.29052,IA,Adair County,Greenfield Wind,2012
707,5.532586146,4,1.383146537,4,916576.0425,740453.939,176122.1035,-93.4790534814794,42.0017605047071,IA,Story County,"GWE, LLC",2012
708,34.87072188,37.5,0.929885917,37.5,11403521.56,5892225.315,5511296.248,-92.0295294807841,42.9311633647629,IA,Fayette County,Hawkeye,2012
709,10.3371719,8,1.292146488,8,2110391.115,1435823.472,674567.6427,-94.2702229214785,42.0975073682344,IA,Greene County,Junction Hilltop Wind,2012
710,2.804528028,2.5,1.121811211,2.5,641408.1908,420674.5424,220733.6484,-91.650894,41.916592,IA,Linn County,Kirkwood Community College,2012
711,1.945290338,1.6,1.215806461,1.6,396289.3436,280207.7436,116081.6,-94.446289,41.390095,IA,Adair County,Meadow Ridge,2012
712,124.7061434,101.2,1.232274144,101.2,25084636.73,17726211.39,7358425.343,-94.5787701612603,41.4420145350973,IA,Adair County,Morning Light,2012
713,90.95635009,100,0.909563501,100,24550632.08,15480347.89,9070284.194,-95.4505805367692,42.1691063304108,IA,Crawford County,New Harvest,2012
714,6.09987693,6,1.016646155,6,1434207.705,976305.5251,457902.1797,-91.2326930410351,41.8526420097453,IA,Cedar County,Pioneer Grove,2012
715,78.22943795,80,0.977867974,80,20572338.53,12796131.85,7776206.678,-94.6111547064262,42.5957665671448,IA,Pocahontas County,Pocahontas Prairie,2012
716,44.6169758,50,0.892339516,50,13041549.82,7690696.423,5350853.4,-94.2115986228163,41.9931812746335,IA,Greene County,Rippey,2012
717,1.671805219,1.68,0.995122154,1.68,428590.1134,271841.0116,156749.1018,-94.485252,41.290779,IA,Adair County,Sky Volt,2012
718,95.85491044,105.75,0.906429413,105.75,26453633.69,16470527.69,9983105.997,-92.7620047989915,42.1652004696819,IA,Tama County,Vienna,2012
719,1.555955156,1.6,0.972471973,1.6,411389.0599,254911.5,156477.5599,-94.876793,41.391495,IA,Cass County,Wiota Wind,2012
720,33.50753453,39.9,0.839787833,39.9,11170338.6,6001761.988,5168576.607,-115.039552664852,42.8926638902914,ID,Elmore County,High Mesa,2012
721,43.85523003,57.6,0.761375521,57.6,16040202.33,8387713.605,7652488.722,-111.736068413506,43.4034127642456,ID,Bonneville County,Horse Butte,2012
722,101.5573702,119.7,0.8484325,119.7,33865889.07,18088430.6,15777458.47,-111.810671058718,43.546913392497,ID,Bonneville County,Meadow Creek,2012
723,122.5327022,138,0.887918132,138,37573696.75,21202512.41,16371184.33,-115.441887287807,43.0326739920247,ID,Elmore County,Cold Springs,2012
724,266.9886476,215.46,1.239156445,215.46,64341753.52,37798532.96,26543220.55,-90.138360800046,41.2094177231745,IL,Henry County,Bishop Hill I,2012
725,97.89156455,81,1.208537834,81,24952480.38,14056217.18,10896263.2,-90.1403122029964,41.2219622844103,IL,Henry County,Bishop Hill II,2012
726,273.2824499,215.46,1.268367446,215.46,66012601.36,38207896.87,27804704.49,-87.898657845056,40.2193344385178,IL,Vermilion County,California Ridge,2012
727,3.111376258,2.5,1.244550503,2.5,774941.7348,442308.2077,332633.5271,-89.245003,41.637596,IL,Lee County,Turbine EVE,2012
728,1.993501814,1.65,1.208182918,1.65,494247.0508,286652.8725,207594.1783,-89.018791,40.536694,IL,McLean County,Heartland Community College,2012
729,255.2511558,200,1.276255779,200,59047128.24,35703504.2,23343624.05,-88.9488425451362,40.8725870480949,IL,Livingston County,Minonk,2012
730,220.81821,177.5,1.244046253,177.5,58885492.26,31221416.72,27664075.53,-89.1005495367021,41.6662284542513,IL,Lee County,Shady Oaks,2012
731,1.072206971,0.9,1.191341079,0.9,287270.8345,155504.2113,131766.6232,-86.204498,40.523193,IN,Howard County,Northwestern School Corporation,2012
732,1.156387323,0.9,1.284874803,0.9,292156.4304,161746.3839,130410.0465,-86.885483,41.027817,IN,Pulaski County,West Central School Corporation,2012
733,273.0720157,200,1.365360079,200,60418514.04,36728738.61,23689775.44,-85.8641485297511,40.3384573831947,IN,Tipton County,Wildcat I,2012
734,193.9492153,165.6,1.171190914,165.6,36196342.36,28402905.12,7793437.239,-100.275169756105,37.8715767704222,KS,Gray County,Cimarron I,2012
735,148.1693333,131.1,1.130200864,131.1,30272881.97,22137407.2,8135474.776,-100.37976477689,37.9012281562511,KS,Gray County,Cimarron II,2012
736,118.1458151,98.9,1.194598738,98.9,22703333.62,17266794.08,5436539.544,-100.278834363065,37.6139728167006,KS,Gray County,Ensign,2012
737,445.3593289,468.8,0.949998568,468.8,103674928.5,73988315.61,29686612.84,-98.2449495142625,37.3668015241494,KS,Harper County,Flat Ridge 2,2012
738,157.9588394,167.9,0.940791182,167.9,37326885.13,26378635.45,10948249.67,-99.7594657247231,37.8113992782028,KS,Ford County,Ironwood I,2012
739,179.6472174,201,0.893767251,201,41701962.8,31017179.18,10684783.62,-98.3438006431344,38.8458248099311,KS,Lincoln County,Post Rock,2012
740,98.52003448,104,0.947308024,104,23018606.22,16442706.95,6575899.267,-99.4484935028438,37.5177747372365,KS,Kiowa County,Shooting Star,2012
741,95.86129648,100.8,0.951004925,100.8,21814038.11,15893236.53,5920801.581,-99.8424313409878,37.8445058081538,KS,Ford County,Spearville 3,2012
742,0.893607513,1,0.893607513,1,214636.5569,155866.568,58769.98893,-96.851089,37.796993,KS,Butler County,El Dorado Wind Power,2012
743,3.42152203,2.5,1.368608812,2.5,819000.0574,462174.8185,356825.2389,-70.649399,42.628193,MA,Essex County,Applied Materials,2012
744,2.210105338,1.5,1.473403559,1.5,504432.5053,285256.9726,219175.5328,-70.644302,41.925491,MA,Plymouth County,Camelot Wind Project,2012
745,5.962254253,4,1.490563563,4,1331844.536,769812.1747,562032.3616,-70.6565019915481,42.6259405021429,MA,Essex County,Equity Industrial Partners,2012
746,4.494509909,3,1.49816997,3,1012058.222,575746.0599,436312.1621,-70.872798991175,41.6381415015548,MA,Bristol County,Fairhaven Wind,2012
747,2.246964808,1.65,1.361796854,1.65,645890.7865,302420.5194,343470.267,-70.621498,41.609291,MA,Barnstable County,Falmouth II,2012
748,38.89440425,28.5,1.364715938,28.5,11121166.12,5231576.619,5889589.506,-73.0332959842698,42.7222140253001,MA,Berkshire County,Hoosac,2012
749,0.812299476,0.6,1.35383246,0.6,237320.6685,109615.3756,127705.293,-71.010597,41.62669,MA,Bristol County,University of Massachussetts Dartmouth,2012
750,2.707400805,2,1.353700402,2,774077.1274,367195.4428,406881.6845,-70.846397,42.717293,MA,Essex County,Ipswich II,2012
751,2.681623604,2,1.340811802,2,785775.1877,364071.7581,421703.4296,-70.715897,41.97879,MA,Plymouth County,Kingston,2012
752,8.44020145,6,1.406700242,6,2306557.03,1116434.392,1190122.638,-70.7269670349239,41.9720916895402,MA,Plymouth County,No Fossil Fuel - Kingston,2012
753,2.679999999,2,1.339999999,2,785767.7484,363345.3027,422422.4457,-71.116997,41.74609,MA,Bristol County,Philips Lightolier,2012
754,2.018660894,1.5,1.345773929,1.5,582681.1631,273429.7589,309251.4042,-70.7285,42.175091,MA,Plymouth County,Scituate Wind,2012
755,47.94343052,34.2,1.401854694,34.2,12771615.59,6389081.124,6382534.465,-68.1609263827071,44.7151829879718,ME,Hancock County,Bull Hill,2012
756,85.87247369,81.6,1.052358746,81.6,24638924.21,13457183.39,11181740.83,-84.517374289954,43.2736846348346,MI,Gratiot County,Beebe Community Wind,2012
757,125.07853,115.2,1.085751128,115.2,34330822.73,19131196.28,15199626.46,-84.5037283851583,43.3940310042387,MI,Gratiot County,Gratiot County,2012
758,62.51592699,59.4,1.052456683,59.4,17936072.29,9724060.781,8212011.508,-83.2092145142544,43.8288421492355,MI,Huron County,Harvest II,2012
759,27.13886561,26,1.043802523,26,6780317.542,4241966.455,2538351.087,-86.5434619653244,45.7998244811929,MI,Delta County,Heritage Garden,2012
760,95.96829085,100.8,0.952066377,100.8,30114995.36,15921373.33,14193622.03,-86.3527781308363,43.8676502506917,MI,Mason County,Lake Winds,2012
761,14.70372616,14.4,1.021092095,14.4,4288770.875,2334073.097,1954697.779,-83.2579460252382,43.8758131559541,MI,Huron County,McKinley Wind Park,2012
762,36.28264808,32,1.133832753,32,8999006.759,5400401.216,3598605.543,-82.7802865858586,43.638110597309,MI,Sanilac County,Minden Wind Park,2012
763,73.48336027,62.4,1.177617953,62.4,17880795.89,10705287.75,7175508.138,-82.7946574483811,43.8587116091663,MI,Huron County,Sigel Wind Park,2012
764,132.4579049,120,1.103815874,120,35454236.98,20072367.63,15381869.36,-83.6616176558328,43.5197391506983,MI,Tuscola County,Tuscola Bay Wind,2012
765,25.53881643,36,0.709411568,36,8217705.793,5241473.282,2976232.511,-94.2122504907662,43.6218405782721,MN,Faribault County,Big Blue Wind Farm,2012
766,25.35578012,30.75,0.824578215,30.75,6538415.607,4660667.898,1877747.709,-95.8054021275103,43.7156715921701,MN,Nobles County,Community Wind South,2012
767,128.3551511,199.92,0.642032569,199.92,45632880.2,27609208.96,18023671.23,-96.2923382459162,43.7891776481387,MN,Rock County,Prairie Rose,2012
768,4.232182428,9,0.470242492,9,2179116.832,1179779.961,999336.8706,-110.334611947031,46.4116237188951,MT,Meagher County,Gordon Butte,2012
769,11.03522514,10.5,1.050973822,10.5,2849865.936,1728387.451,1121478.485,-109.470839298684,46.2826838783554,MT,Wheatland County,Musselshell I,2012
770,10.71131929,10.5,1.020125647,10.5,2864847.71,1709218.836,1155628.875,-109.501190286245,46.2657469617312,MT,Wheatland County,Musselshell II,2012
771,184.2093574,189,0.974652685,189,51540034.09,30051008.25,21489025.84,-112.123393092357,48.8281692274626,MT,Glacier County,Rim Rock,2012
772,34.16239624,40,0.854059906,40,10918580.85,6142040.746,4776540.105,-110.635362604583,47.3387520408622,MT,Judith Basin County,Spion Kop,2012
773,28.60938885,27,1.059606994,27,6600945.849,4438618.338,2162327.511,-101.498784550002,46.9997539973747,ND,Oliver County,Bison Wind 1B,2012
774,106.1823593,102,1.041003523,102,24826991.23,16684173.69,8142817.548,-101.644882854833,46.9577469537437,ND,Morton County,Bison Wind 2,2012
775,101.7004411,105,0.968575629,105,25592175.13,16645817.67,8946357.456,-101.530807344109,46.9636803251752,ND,Morton County,Bison Wind 3,2012
776,0.896162544,1,0.896162544,1,241418.8625,157223.6965,84195.16596,-97.241592,48.996891,ND,Pembina County,Pembina Border Station,2012
777,87.78997145,80,1.097374643,80,18799188.4,13322096.71,5477091.687,-99.5600992473321,41.4614282175929,NE,Custer County,Broken Bow I,2012
778,33.59458751,39.6,0.848348169,39.6,9488034.351,6032415.17,3455619.181,-97.577405408241,42.6996151905826,NE,Knox County,Crofton Bluffs,2012
779,134.1473632,99,1.355023871,99,35355841.15,18218714.38,17137126.77,-71.3023206177875,44.7862835014404,NH,Coos County,Granite Reliable Power,2012
780,64.31999998,48,1.339999999,48,17609247.48,8765241.051,8844006.429,-71.8070576449791,43.76188822665,NH,Grafton County,Groton,2012
781,1.855215522,1.5,1.236810348,1.5,495045.0856,263318.9324,231726.1532,-74.117699,40.652794,NJ,Hudson County,Bayonne Wind Energy Project,2012
782,18.20542866,27.3,0.666865519,27.3,4524055.441,3866549.816,657505.6243,-103.279709501723,32.9556980472734,NM,Lea County,Wildcat Wind Project,2012
783,125.2164,151.8,0.824877471,151.8,34273915.44,22686019.37,11587896.06,-114.490164150367,39.0968877505623,NV,White Pine County,Spring Valley,2012
784,1.999113603,1.5,1.332742402,1.5,533411.4322,272006.0933,261405.3389,-75.767838,42.975552,NY,Madison County,Fenner Wind Power Project - Repower,2012
785,1.103482804,0.85,1.298215063,0.85,294869.424,152320.1804,142549.2435,-77.360138,43.226955,NY,Wayne County,Harbec Plastics,2012
786,274.0331469,215.25,1.273092436,215.25,69404958.23,38267157.48,31137800.74,-73.9417861858987,44.9295246645233,NY,Clinton County,Marble River,2012
787,16.29526348,12.5,1.303621079,12.5,4012376.435,2242878.854,1769497.581,-78.8628955404073,42.8102373937869,NY,Erie County,Steel Winds II,2012
788,0.886965145,0.75,1.182620193,0.75,222591.2002,129890.7156,92700.48462,-84.315895,41.51519,OH,Fulton County,Archbold Local Schools Wind Turbine,2012
789,412.0832346,304,1.355536956,304,91757687.19,55806280.63,35951406.56,-84.6040210177807,40.9636188101841,OH,Van Wert County,Blue Creek,2012
790,1.268250938,1,1.268250938,1,355127.3934,177275.768,177851.6254,-81.497627,41.602192,OH,Cuyahoga County,Case Western University,2012
791,5.499301561,4.5,1.222067014,4.5,1544055.009,789505.6376,754549.371,-84.5641960431971,40.913492724871404,OH,Van Wert County,Cooper Farms,2012
792,2.772643366,4.5,0.61614297,4.5,1284534.282,618594.5658,665939.7162,-84.5879949823497,41.0196913361021,OH,Paulding County,Haviland Wind Project,2012
793,0.615381552,0.75,0.820508737,0.75,200821.3874,112179.3607,88642.02661,-81.305298,41.39389,OH,Geauga County,Kenston School District,2012
794,0.94632549,0.75,1.26176732,0.75,178710.8765,133216.7036,45494.17291,-84.225395,41.527992,OH,Fulton County,Pettisville Local Schools,2012
795,1.171159147,0.9,1.301287941,0.9,281357.5949,161558.671,119798.924,-83.413498,41.657192,OH,Lucas County,Clay High School,2012
796,0.59981742,0.5,1.199634841,0.5,126348.9483,86479.14126,39869.80704,-81.839195,41.366493,OH,Cuyahoga County,Cuyahoga County Fairgrounds,2012
797,0,132,0,114.2037595,22966171.4,12872011.69,10094159.71,-99.814993986553,35.5388961799604,OK,Roger Mills County,Big Smile Wind Farm at Dempsey Ridge,2012
798,19.2659138,59.8,0.322172472,59.8,9984214.593,7082257.872,2901956.721,-97.4252628935832,36.848460246435,OK,Kay County,Blackwell,2012
799,0,324,0,280.3183187,56057534.45,31667644.53,24389889.91,-98.0959294419424,35.6602507689678,OK,Canadian County,Canadian Hills,2012
800,70.29260614,235.2,0.298863121,235.2,39584434.69,27389170.58,12195264.11,-97.6837261200102,36.5764976701375,OK,Grant County,Chisholm View,2012
801,35.84771145,29.9,1.198920115,29.9,6529053.082,5174610.001,1354443.081,-98.73654610883,36.0510976650192,OK,Dewey County,Crossroads,2012
802,93.37405127,80,1.167175641,80,17923820.46,13718321.93,4205498.528,-101.366294999644,36.5293053591134,OK,Texas County,KODE Novus I,2012
803,36.82660557,40,0.920665139,40,7780605.92,6250964.226,1529641.694,-101.471730363238,36.5761316840252,OK,Texas County,KODE Novus II,2012
804,118.9686349,100.8,1.180244394,100.8,22638760.14,17315772.9,5322987.246,-98.1573105199883,35.3717797243443,OK,Canadian County,Minco III,2012
805,178.6496483,148.8,1.200602475,148.8,33621496.34,25770205.25,7851291.091,-98.9971798411387,35.1281806126379,OK,Kiowa County,Rocky Ridge I,2012
806,299.5491278,290,1.032928027,290,73694621.54,47116032.49,26578589.04,-120.006552343911,45.5777732426431,OR,Morrow County,Horseshoe Bend,2012
807,60.85394161,52.5,1.159122697,52.5,14161225.44,8943437.061,5217788.38,-120.075148037946,45.7309884864153,OR,Gilliam County,North Hurlburt,2012
808,319.2643387,290,1.100911513,290,75890598.35,48483086.31,27407512.05,-120.036448997577,45.6403376347644,OR,Gilliam County,South Hurlburt,2012
809,104.0169835,75,1.386893114,75,22361347.42,13854669.28,8506678.137,-78.6819417039786,40.3206926272369,PA,Cambria County,Highland North,2012
810,89.44423621,69,1.296293278,69,26954933.28,12363796.67,14591136.61,-77.0338447243655,41.5305321510899,PA,Lycoming County,Laurel Hill,2012
811,189.4371561,140.8,1.345434347,140.8,51870446.45,25761191.4,26109255.05,-76.0742900640404,41.4667478004052,PA,Wyoming County,Mehoopany,2012
812,36.81010065,28,1.314646452,28,10678353.84,5055989.562,5622364.282,-78.6914212004015,40.6350832099274,PA,Cambria County,Patton Wind Farm,2012
813,66.99999997,50,1.339999999,50,18715399.74,9098341.2,9617058.538,-78.2709210878762,40.7357216094069,PA,Centre County,Sandy Ridge,2012
814,55.28109192,46,1.201762868,46,16888499.34,7990864.281,8897635.055,-79.7310650357092,39.7522368643076,PA,Fayette County,South Chestnut,2012
815,174.2837471,131.2,1.328382219,131.2,49447089.45,23747592.23,25699497.21,-78.8684886984552,39.7682478335726,PA,Somerset County,Twin Ridges,2012
816,0.381288554,0.275,1.386503831,0.275,103930.6928,50811.42155,53119.27128,-71.1539,41.620491,RI,Newport County,Sandywoods,2012
817,6.242975381,4.5,1.387327862,4.5,1746958.372,831447.0293,915511.343,-71.3890663348746,41.7942236733929,RI,Providence County,Field's Point Wastewater Treatment Facilit,2012
818,2.098334821,1.5,1.39888988,1.5,574120.7354,278348.0671,295772.6683,-71.4869,41.581593,RI,Washington County,North Kingstown Green,2012
819,58.36985348,99,0.58959448,99,18897194.34,13759457.76,5137736.582,-100.18390761587,29.19211927666,TX,Kinney County,Anacacho,2012
820,41.23875931,136,0.303226171,136,25992797.39,16210282.4,9782514.989,-99.3823513700775,34.3044573023944,TX,Wilbarger County,Blue Summit,2012
821,80.902472650000007,162,0.499397979,162,29827575.78,21367548.68,8460027.101,-98.5812615067779,33.5099332131652,TX,Archer County,Bobcat Bluff,2012
822,0.199270153,61.2,0.003256048,53.02197086,11156947.72,6135593.475,5021354.243,-101.693859203716,33.025314277673,TX,Lynn County,Cirrus 1,2012
823,0,18,0,15.57323993,2420870.994,1757220.695,663650.2991,-101.604839,36.4984941568775,TX,Hansford County,Frisco,2012
824,0,2,0,1.730359992,385936.6805,196543.1887,189393.4918,-103.062454,32.688553,TX,Gaines County,Gaines Cavern Wind Project,2012
825,12.33421352,76.5,0.161231549,72.29224856,14181233,8289485.234,5891747.762,-101.590509071541,35.3851782997203,TX,Carson County,Majestic II,2012
826,0,30,0,25.95539988,5755212.899,3026443.359,2728769.54,-100.532055610924,32.9918720609853,TX,Kent County,Mozart,2012
827,1.718003554,9,0.190889284,8.510306594,1557808.488,1008928.243,548880.245,-97.438082343278,27.8315495493689,TX,Nueces County,Harbor Wind,2012
828,38.45982109,150,0.256398807,150,26718806.27,17367826.12,9350980.154,-98.3650126129535,33.2005402653447,TX,Jack County,Senate,2012
829,50.10692457,161,0.311223134,161,27816240.83,18923954.83,8892286.002,-102.468473404834,35.3054235132911,TX,Oldham County,Spinning Spur Wind Ranch,2012
830,0,198,0,171.3056392,21933401.68,19605410.02,2327991.656,-98.6768557323551,33.4049199187944,TX,Archer County,Trinity Hills,2012
831,18.04340911,91.2,0.197844398,86.16064114,14197271.39,10101350.02,4095921.374,-98.9884075904685,27.4938753374199,TX,Webb County,White Tail,2012
832,14.32947809,10,1.432947809,10,3626523.708,1881561.753,1744961.955,-73.0708512486953,44.6628470147473,VT,Chittenden County,Georgia Mountain,2012
833,86.22127006,60,1.437021168,60,22731392.7,11382062.84,11349329.86,-72.423979748121,44.7516494847607,VT,Orleans County,Kingdom Community Wind,2012
834,155.3117142,126.5,1.227760587,126.5,40405480.81,22116535.51,18288945.3,-117.821386830887,46.4857835808676,WA,Garfield County,Lower Snake River Phase I,2012
835,137.4370523,104.4,1.316446861,104.4,33877350.3,18838337.18,15039013.12,-117.326053956589,47.1330965125659,WA,Whitman County,Palouse,2012
836,5.176091337,4.25,1.217903844,4.25,1372049.596,742280.341,629769.25490000006,-120.754501090273,47.1415034866691,WA,Kittitas County,Swauk Valley,2012
837,6.441998116,5,1.288399623,5,1311115.18,905056.7376,406058.4429,-90.8045425068788,43.7363930001014,WI,Monroe County,Cashton Greens,2012
838,12.64220969,9.9,1.276990878,9.9,3496359.739,1768087.385,1728272.355,-89.558819198891,43.1730071363695,WI,Dane County,Galactic Wind,2012
839,4.073888313,3,1.357962771,3,1004530.786,548677.2289,455853.5567,-87.8879889991316,42.7121640000109,WI,Racine County,SC Johnson Waxdale Plant,2012
840,21.73381916,19.2,1.131969748,19.2,5499425.213,3240472.926,2258952.287,-79.0584775164091,39.4127079353006,WV,Mineral County,Pinnacle,2012
841,0.751709609,0.6,1.252849349,0.6,171652.0863,105795.7573,65856.32898,-94.208275,45.577091,MN,Stearns County,St. Cloud VA Medical Center,2011
842,54.52597709,41.4,1.317052587,41.4,14758728.64,7762185.353,6996543.289,-116.031095034248,32.727458733174,CA,Imperial County,Ocotillo Wind I,2013
843,178.5224263,139.65,1.278356078,139.65,45447367.47,25118834.93,20328532.54,-118.375242540109,35.0860906459786,CA,Kern County,Alta XI,2013
844,174.4798648,136.8,1.275437608,136.8,46230789.99,24656254.45,21574535.54,-118.230886270899,35.0986710889556,CA,Kern County,Alta X,2013
845,0,8,0,6.921439968,1220243.399,785927.2806,434316.1187,-104.830166561414,37.7754194478718,CO,Huerfano County,Huerfano River,2013
