"pid","p_name","p_year","t_cap","t_count","t_rd","slr_cpc","wnd_cpc","slr_wn","tx_cpct","revenue","cost","profit","lon","lat","t_state","t_county","fips","county","state","env_sens_score","dac_sts","energy_brdn","foss_emplmt","coal_emplmt","outage_n","outage_dur","rci","energy_community","sid","lines","max_volt","min_volt","distance_m","distance_km"
711,"Meadow Ridge",2012,1600,1,82.5,1.945290338,1.6,1.215806461,1.6,396289.3436,280207.7436,116081.6,-94.446289,41.390095,"IA","Adair County",19001,"Adair County","IA",1,0,7,0.000167,0.000167,0,0,56,0,130801,4,161,161,15770.3305195623,15.7703305195623
712,"Morning Light",2012,2300,44,108,124.7061434,101.2,1.232274144,101.2,25084636.73,17726211.39,7358425.343,-94.5787701612603,41.4420145350973,"IA","Adair County",19001,"Adair County","IA",1,0,7,0.000167,0.000167,0,0,56,0,130801,4,161,161,3461.6263894855,3.4616263894855
713,"New Harvest",2012,2000,50,87,90.95635009,100,0.909563501,100,24550632.08,15480347.89,9070284.194,-95.4505805367692,42.1691063304108,"IA","Crawford County",19047,"Crawford County","IA",1,0,5,0.000167,0.000167,0,0,66,0,137974,3,161,161,1564.18899664696,1.56418899664696
714,"Pioneer Grove",2012,3000,2,116,6.09987693,6,1.016646155,6,1434207.705,976305.5251,457902.1797,-91.2326930410351,41.8526420097453,"IA","Cedar County",19031,"Cedar County","IA",1,0,5,0.000832,0.000832,1,300,70,0,132162,3,115,115,16455.1384369504,16.4551384369504
715,"Pocahontas Prairie",2012,2000,40,90,78.22943795,80,0.977867974,80,20572338.53,12796131.85,7776206.678,-94.6111547064262,42.5957665671448,"IA","Pocahontas County",19151,"Pocahontas County","IA",1,0,5,6e-04,0.00025,0,0,64,0,130434,3,161,161,12293.0760676652,12.2930760676652
716,"Rippey",2012,2500,20,100,44.6169758,50,0.892339516,50,13041549.82,7690696.423,5350853.4,-94.2115986228163,41.9931812746335,"IA","Greene County",19073,"Greene County","IA",1,0,3,0.000167,0.000167,1,300,67,0,131091,3,161,161,2655.51362615518,2.65551362615518
717,"Sky Volt",2012,1680,1,82.5,1.671805219,1.68,0.995122154,1.68,428590.1134,271841.0116,156749.1018,-94.485252,41.290779,"IA","Adair County",19001,"Adair County","IA",1,0,7,0.000167,0.000167,0,0,56,0,130801,4,161,161,21867.8260501918,21.8678260501918
718,"Vienna",2012,2350,45,108,95.85491044,105.75,0.906429413,105.75,26453633.69,16470527.69,9983105.997,-92.7620047989915,42.1652004696819,"IA","Tama County",19171,"Tama County","IA",1,0,4,0.000832,0.000832,1,300,67,0,130983,10,161,115,15617.629667435,15.617629667435
719,"Wiota Wind",2012,1600,1,82.5,1.555955156,1.6,0.972471973,1.6,411389.0599,254911.5,156477.5599,-94.876793,41.391495,"IA","Cass County",19029,"Cass County","IA",1,0,4,0.000167,0.000167,0,0,66,0,137642,3,161,161,8674.41958900924,8.67441958900924
720,"High Mesa",2012,2100,19,97,33.50753453,39.9,0.839787833,39.9,11170338.6,6001761.988,5168576.607,-115.039552664852,42.8926638902914,"ID","Elmore County",16039,"Elmore County","ID",10,1,3,0.001001,0.001001,1,91,79,0,201435,5,138,138,1376.55845793037,1.37655845793037
721,"Horse Butte",2012,1800,32,100,43.85523003,57.6,0.761375521,57.6,16040202.33,8387713.605,7652488.722,-111.736068413506,43.4034127642456,"ID","Bonneville County",16019,"Bonneville County","ID",1,0,2,0,0,2,2,93,0,201083,3,115,115,2714.1206982834,2.7141206982834
722,"Meadow Creek",2012,2100,57,97,101.5573702,119.7,0.8484325,119.7,33865889.07,18088430.6,15777458.47,-111.810671058718,43.546913392497,"ID","Bonneville County",16019,"Bonneville County","ID",10,0,2,0,0,2,2,93,0,204773,2,161,115,3264.03238884286,3.26403238884286
723,"Cold Springs",2012,2300,60,101,122.5327022,138,0.887918132,138,37573696.75,21202512.41,16371184.33,-115.441887287807,43.0326739920247,"ID","Elmore County",16039,"Elmore County","ID",1,1,3,0.001001,0.001001,1,91,79,0,204857,3,138,138,3938.0355767264,3.9380355767264
724,"Bishop Hill I",2012,1620,133,100,266.9886476,215.46,1.239156445,215.46,64341753.52,37798532.96,26543220.55,-90.138360800046,41.2094177231745,"IL","Henry County",17073,"Henry County","IL",10,0,4,0.000373,0.000373,0,0,79,0,157086,1,138,138,1502.53827775059,1.50253827775059
725,"Bishop Hill II",2012,1620,50,100,97.89156455,81,1.208537834,81,24952480.38,14056217.18,10896263.2,-90.1403122029964,41.2219622844103,"IL","Henry County",17073,"Henry County","IL",1,0,4,0.000373,0.000373,0,0,79,0,158174,1,138,138,1730.82645225325,1.73082645225325
726,"California Ridge",2012,1620,133,100,273.2824499,215.46,1.268367446,215.46,66012601.36,38207896.87,27804704.49,-87.898657845056,40.2193344385178,"IL","Vermilion County",17183,"Vermilion County","IL",1,0,3,0,0,0,0,87,1,157901,1,138,138,2379.3262718842,2.3793262718842
727,"Turbine EVE",2012,2500,1,96,3.111376258,2.5,1.244550503,2.5,774941.7348,442308.2077,332633.5271,-89.245003,41.637596,"IL","Lee County",17103,"Lee County","IL",1,0,3,0,0,2,4187,89,0,148649,1,138,138,15696.475178989,15.696475178989
728,"Heartland Community College",2012,1650,1,82,1.993501814,1.65,1.208182918,1.65,494247.0508,286652.8725,207594.1783,-89.018791,40.536694,"IL","McLean County",17113,"McLean County","IL",1,0,2,0.000119,0.000119,0,0,95,0,138270,3,138,138,4408.75538646651,4.40875538646651
729,"Minonk",2012,2000,100,90,255.2511558,200,1.276255779,200,59047128.24,35703504.2,23343624.05,-88.9488425451362,40.8725870480949,"IL","Livingston County",17203,"Woodford County","IL",1,0,3,0.000222,0.000222,0,0,92,0,123126,2,138,138,10891.5400424368,10.8915400424368
730,"Shady Oaks",2012,2500,71,100,220.81821,177.5,1.244046253,177.5,58885492.26,31221416.72,27664075.53,-89.1005495367021,41.6662284542513,"IL","Lee County",17103,"Lee County","IL",1,0,3,0,0,2,4187,89,0,160098,2,138,138,3438.88267433089,3.43888267433089
731,"Northwestern School Corporation",2012,900,1,56,1.072206971,0.9,1.191341079,0.9,287270.8345,155504.2113,131766.6232,-86.204498,40.523193,"IN","Howard County",18067,"Howard County","IN",1,0,3,0,0,0,0,89,0,153602,3,230,230,5734.68082746539,5.73468082746539
732,"West Central School Corporation",2012,900,1,56,1.156387323,0.9,1.284874803,0.9,292156.4304,161746.3839,130410.0465,-86.885483,41.027817,"IN","Pulaski County",18131,"Pulaski County","IN",1,0,6,0.000109,0.000109,0,0,65,1,138139,3,138,138,19024.3693044691,19.0243693044691
733,"Wildcat I",2012,1600,125,100,273.0720157,200,1.365360079,200,60418514.04,36728738.61,23689775.44,-85.8641485297511,40.3384573831947,"IN","Tipton County",18159,"Tipton County","IN",1,0,4,0.000233,0.000233,0,0,68,0,160567,1,138,138,5331.46895943714,5.33146895943714
734,"Cimarron I",2012,2300,72,108,193.9492153,165.6,1.171190914,165.6,36196342.36,28402905.12,7793437.239,-100.275169756105,37.8715767704222,"KS","Gray County",20069,"Gray County","KS",1,0,3,0.002347,0.000546,0,0,64,0,157103,1,345,345,5662.3453141769,5.6623453141769
735,"Cimarron II",2012,2300,57,108,148.1693333,131.1,1.130200864,131.1,30272881.97,22137407.2,8135474.776,-100.37976477689,37.9012281562511,"KS","Gray County",20069,"Gray County","KS",10,0,3,0.002347,0.000546,0,0,64,0,158196,1,345,345,4553.84131310665,4.55384131310665
736,"Ensign",2012,2300,43,101,118.1458151,98.9,1.194598738,98.9,22703333.62,17266794.08,5436539.544,-100.278834363065,37.6139728167006,"KS","Gray County",20069,"Gray County","KS",25,0,3,0.002347,0.000546,0,0,64,0,119644,2,115,115,25442.3201343727,25.4423201343727
737,"Flat Ridge 2",2012,1600,293,100,445.3593289,468.8,0.949998568,468.8,103674928.5,73988315.61,29686612.84,-98.2449495142625,37.3668015241494,"KS","Harper County",20077,"Harper County","KS",1,0,4,0.002347,0.000546,0,0,63,0,155852,1,345,345,7593.18903557633,7.59318903557633
738,"Ironwood I",2012,2300,73,101,157.9588394,167.9,0.940791182,167.9,37326885.13,26378635.45,10948249.67,-99.7594657247231,37.8113992782028,"KS","Ford County",20057,"Ford County","KS",1,0,4,0.002347,0.000546,0,0,87,0,148759,8,345,115,5879.60537428679,5.87960537428679
739,"Post Rock",2012,1500,134,82.5,179.6472174,201,0.893767251,201,41701962.8,31017179.18,10684783.62,-98.3438006431344,38.8458248099311,"KS","Lincoln County",20053,"Ellsworth County","KS",1,0,7,0.002347,0.000546,0,0,47,0,118147,2,230,230,7711.73179241143,7.71173179241143
740,"Shooting Star",2012,1600,65,82.5,98.52003448,104,0.947308024,104,23018606.22,16442706.95,6575899.267,-99.4484935028438,37.5177747372365,"KS","Kiowa County",20097,"Kiowa County","KS",25,0,4,0.002347,0.000546,0,0,76,0,148849,3,115,115,13085.6850406185,13.0856850406185
741,"Spearville 3",2012,1600,63,82.5,95.86129648,100.8,0.951004925,100.8,21814038.11,15893236.53,5920801.581,-99.8424313409878,37.8445058081538,"KS","Ford County",20057,"Ford County","KS",25,0,4,0.002347,0.000546,0,0,87,0,119663,2,230,230,4924.83614603583,4.92483614603583
742,"El Dorado Wind Power",2012,1000,1,59,0.893607513,1,0.893607513,1,214636.5569,155866.568,58769.98893,-96.851089,37.796993,"KS","Butler County",20015,"Butler County","KS",15,0,3,0.000428,0.000203,0,0,91,0,118019,2,138,138,26930.0657528869,26.9300657528869
743,"Applied Materials",2012,2500,1,100,3.42152203,2.5,1.368608812,2.5,819000.0574,462174.8185,356825.2389,-70.649399,42.628193,"MA","Essex County",25009,"Essex County","MA",25,0,3,0.000447,0.000471,0,0,92,0,136235,1,115,115,17914.3863863844,17.9143863863844
744,"Camelot Wind Project",2012,1500,1,82,2.210105338,1.5,1.473403559,1.5,504432.5053,285256.9726,219175.5328,-70.644302,41.925491,"MA","Plymouth County",25023,"Plymouth County","MA",1,0,3,0.000447,0.000471,0,0,92,0,133428,6,345,345,2426.2539095797,2.4262539095797
745,"Equity Industrial Partners",2012,2000,2,90,5.962254253,4,1.490563563,4,1331844.536,769812.1747,562032.3616,-70.6565019915481,42.6259405021429,"MA","Essex County",25009,"Essex County","MA",15,0,3,0.000447,0.000471,0,0,92,0,136235,1,115,115,17280.2569358795,17.2802569358795
746,"Fairhaven Wind",2012,1500,2,82,4.494509909,3,1.49816997,3,1012058.222,575746.0599,436312.1621,-70.872798991175,41.6381415015548,"MA","Bristol County",25005,"Bristol County","MA",30,0,4,4e-04,0.000452,0,0,90,0,135435,3,115,115,4807.88108385763,4.80788108385763
747,"Falmouth II",2012,1650,1,82,2.246964808,1.65,1.361796854,1.65,645890.7865,302420.5194,343470.267,-70.621498,41.609291,"MA","Barnstable County",25001,"Barnstable County","MA",1,0,4,9.8e-05,9.8e-05,0,0,92,0,135447,4,115,115,3665.03455582528,3.66503455582528
748,"Hoosac",2012,1500,19,77,38.89440425,28.5,1.364715938,28.5,11121166.12,5231576.619,5889589.506,-73.0332959842698,42.7222140253001,"MA","Berkshire County",25003,"Berkshire County","MA",10,0,5,0,0,0,0,90,0,135873,3,115,115,4848.30051899823,4.84830051899823
749,"University of Massachussetts Dartmouth",2012,600,1,48,0.812299476,0.6,1.35383246,0.6,237320.6685,109615.3756,127705.293,-71.010597,41.62669,"MA","Bristol County",25005,"Bristol County","MA",30,0,4,4e-04,0.000452,0,0,90,0,135407,3,115,115,2505.22264093186,2.50522264093186
750,"Ipswich II",2012,2000,1,82.5,2.707400805,2,1.353700402,2,774077.1274,367195.4428,406881.6845,-70.846397,42.717293,"MA","Essex County",25009,"Essex County","MA",45,0,3,0.000447,0.000471,0,0,92,0,136938,3,115,115,13745.282506341,13.745282506341
751,"Kingston",2012,2000,1,86,2.681623604,2,1.340811802,2,785775.1877,364071.7581,421703.4296,-70.715897,41.97879,"MA","Plymouth County",25023,"Plymouth County","MA",10,0,3,0.000447,0.000471,0,0,92,0,135404,5,115,115,4457.64935154486,4.45764935154486
752,"No Fossil Fuel - Kingston",2012,2000,3,90,8.44020145,6,1.406700242,6,2306557.03,1116434.392,1190122.638,-70.7269670349239,41.9720916895402,"MA","Plymouth County",25023,"Plymouth County","MA",10,0,3,0.000447,0.000471,0,0,92,0,135399,6,115,115,3371.93254066258,3.37193254066258
753,"Philips Lightolier",2012,2000,1,93,2.679999999,2,1.339999999,2,785767.7484,363345.3027,422422.4457,-71.116997,41.74609,"MA","Bristol County",25005,"Bristol County","MA",1,0,4,4e-04,0.000452,0,0,90,0,135432,3,115,115,614.497322665335,0.614497322665335
754,"Scituate Wind",2012,1500,1,82,2.018660894,1.5,1.345773929,1.5,582681.1631,273429.7589,309251.4042,-70.7285,42.175091,"MA","Plymouth County",25023,"Plymouth County","MA",45,0,3,0.000447,0.000471,0,0,92,0,136281,1,115,115,3719.36760456585,3.71936760456585
755,"Bull Hill",2012,1800,19,100,47.94343052,34.2,1.401854694,34.2,12771615.59,6389081.124,6382534.465,-68.1609263827071,44.7151829879718,"ME","Hancock County",23009,"Hancock County","ME",1,0,6,0.000342,0.001076,0,0,82,0,136783,3,115,115,16241.8041008257,16.2418041008257
756,"Beebe Community Wind",2012,2400,34,117,85.87247369,81.6,1.052358746,81.6,24638924.21,13457183.39,11181740.83,-84.517374289954,43.2736846348346,"MI","Gratiot County",26057,"Gratiot County","MI",1,0,4,0.000794,0.000416,1,278,87,0,145748,3,138,138,16002.193524036,16.002193524036
757,"Gratiot County",2012,1600,72,82.5,125.07853,115.2,1.085751128,115.2,34330822.73,19131196.28,15199626.46,-84.5037283851583,43.3940310042387,"MI","Gratiot County",26057,"Gratiot County","MI",1,0,4,0.000794,0.000416,1,278,87,0,128546,1,138,138,4469.35893933806,4.46935893933806
758,"Harvest II",2012,1800,33,100,62.51592699,59.4,1.052456683,59.4,17936072.29,9724060.781,8212011.508,-83.2092145142544,43.8288421492355,"MI","Huron County",26063,"Huron County","MI",1,0,5,0.000794,0.000416,3,7874,66,0,128371,2,120,120,1020.29338347291,1.02029338347291
759,"Heritage Garden",2012,2000,13,97,27.13886561,26,1.043802523,26,6780317.542,4241966.455,2538351.087,-86.5434619653244,45.7998244811929,"MI","Delta County",26041,"Delta County","MI",10,0,4,0.000777,0.000777,0,0,89,0,128979,2,138,138,892.361370449472,0.892361370449473
760,"Lake Winds",2012,1800,56,100,95.96829085,100.8,0.952066377,100.8,30114995.36,15921373.33,14193622.03,-86.3527781308363,43.8676502506917,"MI","Mason County",26105,"Mason County","MI",10,0,6,0.000794,0.000416,0,0,89,0,145846,9,345,345,7541.23897360595,7.54123897360595
761,"McKinley Wind Park",2012,1600,9,100,14.70372616,14.4,1.021092095,14.4,4288770.875,2334073.097,1954697.779,-83.2579460252382,43.8758131559541,"MI","Huron County",26063,"Huron County","MI",10,0,5,0.000794,0.000416,3,7874,66,0,144569,1,120,120,5291.24157698477,5.29124157698477
762,"Minden Wind Park",2012,1600,20,100,36.28264808,32,1.133832753,32,8999006.759,5400401.216,3598605.543,-82.7802865858586,43.638110597309,"MI","Sanilac County",26151,"Sanilac County","MI",1,0,6,0.000794,0.000416,2,3720,67,1,159072,1,120,120,570.924010438742,0.570924010438742
763,"Sigel Wind Park",2012,1600,39,100,73.48336027,62.4,1.177617953,62.4,17880795.89,10705287.75,7175508.138,-82.7946574483811,43.8587116091663,"MI","Huron County",26063,"Huron County","MI",10,0,5,0.000794,0.000416,3,7874,66,1,131033,3,120,120,1253.67775217244,1.25367775217244
764,"Tuscola Bay Wind",2012,1600,75,100,132.4579049,120,1.103815874,120,35454236.98,20072367.63,15381869.36,-83.6616176558328,43.5197391506983,"MI","Tuscola County",26157,"Tuscola County","MI",10,0,5,0.000794,0.000416,3,7874,66,1,128500,2,138,120,5323.35971597107,5.32335971597107
765,"Big Blue Wind Farm",2012,2000,18,97,25.53881643,36,0.709411568,36,8217705.793,5241473.282,2976232.511,-94.2122504907662,43.6218405782721,"MN","Faribault County",27043,"Faribault County","MN",1,0,6,0.000695,0.000695,0,0,68,0,138020,3,161,161,42442.8999010553,42.4428999010553
766,"Community Wind South",2012,2050,15,92.5,25.35578012,30.75,0.824578215,30.75,6538415.607,4660667.898,1877747.709,-95.8054021275103,43.7156715921701,"MN","Nobles County",27105,"Nobles County","MN",1,0,2,0.000505,0.000505,0,0,88,0,138639,1,115,115,27191.7206459409,27.1917206459409
767,"Prairie Rose",2012,1680,119,82.5,128.3551511,199.92,0.642032569,199.92,45632880.2,27609208.96,18023671.23,-96.2923382459162,43.7891776481387,"MN","Rock County",27133,"Rock County","MN",10,0,5,0.000505,0.000505,0,0,69,0,144219,1,115,115,2128.76279145351,2.12876279145351
768,"Gordon Butte",2012,1500,6,77,4.232182428,9,0.470242492,9,2179116.832,1179779.961,999336.8706,-110.334611947031,46.4116237188951,"MT","Meagher County",30059,"Meagher County","MT",10,0,9,0.000196,0.000196,0,0,67,0,203586,3,230,230,48135.5154624973,48.1355154624973
769,"Musselshell I",2012,1500,7,87,11.03522514,10.5,1.050973822,10.5,2849865.936,1728387.451,1121478.485,-109.470839298684,46.2826838783554,"MT","Wheatland County",30107,"Wheatland County","MT",25,1,4,0.004578,0.001052,0,0,46,0,209906,1,230,230,13278.1576204522,13.2781576204522
770,"Musselshell II",2012,1500,7,87,10.71131929,10.5,1.020125647,10.5,2864847.71,1709218.836,1155628.875,-109.501190286245,46.2657469617312,"MT","Wheatland County",30107,"Wheatland County","MT",25,1,4,0.004578,0.001052,0,0,46,0,209906,1,230,230,14577.0803284286,14.5770803284286
771,"Rim Rock",2012,1500,126,77,184.2093574,189,0.974652685,189,51540034.09,30051008.25,21489025.84,-112.123393092357,48.8281692274626,"MT","Glacier County",30101,"Toole County","MT",10,0,1,0.004578,0.001052,0,0,66,0,206279,3,230,230,3062.83115634622,3.06283115634622
772,"Spion Kop",2012,1600,25,82.5,34.16239624,40,0.854059906,40,10918580.85,6142040.746,4776540.105,-110.635362604583,47.3387520408622,"MT","Judith Basin County",30045,"Judith Basin County","MT",10,1,8,0.004578,0.001052,0,0,67,0,205593,1,115,115,28901.139571197,28.901139571197
773,"Bison Wind 1B",2012,3000,9,101,28.60938885,27,1.059606994,27,6600945.849,4438618.338,2162327.511,-101.498784550002,46.9997539973747,"ND","Oliver County",38065,"Oliver County","ND",1,0,4,0.001366,0.001074,0,0,76,1,133834,3,230,230,3984.00633071134,3.98400633071134
774,"Bison Wind 2",2012,3000,34,101,106.1823593,102,1.041003523,102,24826991.23,16684173.69,8142817.548,-101.644882854833,46.9577469537437,"ND","Morton County",38059,"Morton County","ND",1,0,4,0.001366,0.001074,0,0,79,1,133834,3,230,230,8187.28187893706,8.18728187893706
775,"Bison Wind 3",2012,3000,35,101,101.7004411,105,0.968575629,105,25592175.13,16645817.67,8946357.456,-101.530807344109,46.9636803251752,"ND","Morton County",38059,"Morton County","ND",10,0,4,0.001366,0.001074,0,0,79,1,133834,3,230,230,1980.17472948446,1.98017472948446
776,"Pembina Border Station",2012,1000,1,59,0.896162544,1,0.896162544,1,241418.8625,157223.6965,84195.16596,-97.241592,48.996891,"ND","Pembina County",38067,"Pembina County","ND",10,0,3,0.000382,0.000382,0,0,64,1,134546,2,115,115,41657.4448370713,41.6574448370713
777,"Broken Bow I",2012,1600,50,82.5,87.78997145,80,1.097374643,80,18799188.4,13322096.71,5477091.687,-99.5600992473321,41.4614282175929,"NE","Custer County",31041,"Custer County","NE",15,0,5,0.000566,0.000566,1,10,66,0,159310,1,115,115,1137.26275627712,1.13726275627712
778,"Crofton Bluffs",2012,1800,22,90,33.59458751,39.6,0.848348169,39.6,9488034.351,6032415.17,3455619.181,-97.577405408241,42.6996151905826,"NE","Knox County",31107,"Knox County","NE",1,0,5,0.000329,0.000329,0,0,67,0,132474,4,115,115,18324.9100247914,18.3249100247914
779,"Granite Reliable Power",2012,3000,33,90,134.1473632,99,1.355023871,99,35355841.15,18218714.38,17137126.77,-71.3023206177875,44.7862835014404,"NH","Coos County",33007,"Coos County","NH",10,1,6,0.000572,0.000572,1,1305,89,0,137034,3,115,115,18012.0742826054,18.0120742826054
780,"Groton",2012,2000,24,87,64.31999998,48,1.339999999,48,17609247.48,8765241.051,8844006.429,-71.8070576449791,43.76188822665,"NH","Grafton County",33009,"Grafton County","NH",10,0,4,0.000572,0.000572,0,0,91,0,172515,2,115,115,12135.545556306,12.135545556306
781,"Bayonne Wind Energy Project",2012,1500,1,77,1.855215522,1.5,1.236810348,1.5,495045.0856,263318.9324,231726.1532,-74.117699,40.652794,"NJ","Hudson County",34017,"Hudson County","NJ",1,0,2,0.000389,0.000342,0,0,88,0,140862,3,345,345,4713.77091961983,4.71377091961983
782,"Wildcat Wind Project",2012,2100,13,97,18.20542866,27.3,0.666865519,27.3,4524055.441,3866549.816,657505.6243,-103.279709501723,32.9556980472734,"NM","Lea County",35025,"Lea County","NM",1,0,3,0.017882,0.001407,0,0,85,0,302073,2,115,115,26436.6913345722,26.4366913345722
783,"Spring Valley",2012,2300,66,101,125.2164,151.8,0.824877471,151.8,34273915.44,22686019.37,11587896.06,-114.490164150367,39.0968877505623,"NV","White Pine County",32033,"White Pine County","NV",10,0,3,0.012812,0.012812,2,0,69,0,301478,2,230,230,885.631865781397,0.885631865781397
784,"Fenner Wind Power Project - Repower",2012,1500,1,82,1.999113603,1.5,1.332742402,1.5,533411.4322,272006.0933,261405.3389,-75.767838,42.975552,"NY","Madison County",36053,"Madison County","NY",10,0,3,0.000551,0.000551,0,0,91,0,125572,3,115,115,2079.48155252538,2.07948155252538
785,"Harbec Plastics",2012,850,1,58,1.103482804,0.85,1.298215063,0.85,294869.424,152320.1804,142549.2435,-77.360138,43.226955,"NY","Wayne County",36117,"Wayne County","NY",1,0,4,0.000507,0.000481,0,0,89,0,138448,3,115,115,2378.56397510913,2.37856397510913
786,"Marble River",2012,3075,70,112,274.0331469,215.25,1.273092436,215.25,69404958.23,38267157.48,31137800.74,-73.9417861858987,44.9295246645233,"NY","Clinton County",36019,"Clinton County","NY",30,0,4,0.000717,0.000717,0,0,89,0,129567,3,230,230,4255.60552292811,4.25560552292811
787,"Steel Winds II",2012,2500,5,96,16.29526348,12.5,1.303621079,12.5,4012376.435,2242878.854,1769497.581,-78.8628955404073,42.8102373937869,"NY","Erie County",36029,"Erie County","NY",1,0,2,0.000464,0.000446,0,0,90,0,167575,2,115,115,1045.86971523984,1.04586971523984
788,"Archbold Local Schools Wind Turbine",2012,750,1,54,0.886965145,0.75,1.182620193,0.75,222591.2002,129890.7156,92700.48462,-84.315895,41.51519,"OH","Fulton County",39051,"Fulton County","OH",1,0,4,0.000759,0.000193,0,0,80,0,137334,2,138,138,17435.0297943913,17.4350297943913
789,"Blue Creek",2012,2000,152,90,412.0832346,304,1.355536956,304,91757687.19,55806280.63,35951406.56,-84.6040210177807,40.9636188101841,"OH","Van Wert County",39161,"Van Wert County","OH",1,0,5,0.000251,0.000251,0,0,89,0,150509,3,345,345,12030.3867914428,12.0303867914428
790,"Case Western University",2012,1000,1,54,1.268250938,1,1.268250938,1,355127.3934,177275.768,177851.6254,-81.497627,41.602192,"OH","Cuyahoga County",39035,"Cuyahoga County","OH",10,0,2,0.000487,0.000423,0,0,89,0,113820,2,138,138,1780.48796027707,1.78048796027707
791,"Cooper Farms",2012,1500,3,87,5.499301561,4.5,1.222067014,4.5,1544055.009,789505.6376,754549.371,-84.5641960431971,40.9134927248714,"OH","Van Wert County",39161,"Van Wert County","OH",1,0,5,0.000251,0.000251,0,0,89,0,150509,3,345,345,14834.5567597124,14.8345567597124
792,"Haviland Wind Project",2012,1500,3,87,2.772643366,4.5,0.61614297,4.5,1284534.282,618594.5658,665939.7162,-84.5879949823497,41.0196913361021,"OH","Paulding County",39125,"Paulding County","OH",1,0,5,0.000251,0.000251,0,0,68,0,160666,2,138,138,14245.0727104117,14.2450727104117
793,"Kenston School District",2012,750,1,54,0.615381552,0.75,0.820508737,0.75,200821.3874,112179.3607,88642.02661,-81.305298,41.39389,"OH","Geauga County",39055,"Geauga County","OH",1,0,2,0.000487,0.000423,0,0,92,0,153866,2,138,138,5796.57038924937,5.79657038924937
794,"Pettisville Local Schools",2012,750,1,54,0.94632549,0.75,1.26176732,0.75,178710.8765,133216.7036,45494.17291,-84.225395,41.527992,"OH","Fulton County",39051,"Fulton County","OH",1,0,4,0.000759,0.000193,0,0,80,0,137334,2,138,138,11036.248376534,11.036248376534
795,"Clay High School",2012,900,1,56,1.171159147,0.9,1.301287941,0.9,281357.5949,161558.671,119798.924,-83.413498,41.657192,"OH","Lucas County",39095,"Lucas County","OH",10,0,3,0.000759,0.000193,0,0,89,1,137335,2,138,138,3818.51426722361,3.81851426722361
796,"Cuyahoga County Fairgrounds",2012,500,1,39,0.59981742,0.5,1.199634841,0.5,126348.9483,86479.14126,39869.80704,-81.839195,41.366493,"OH","Cuyahoga County",39035,"Cuyahoga County","OH",10,0,2,0.000487,0.000423,0,0,89,0,153979,18,138,138,1510.45418010114,1.51045418010114
797,"Big Smile Wind Farm at Dempsey Ridge",2012,2000,66,90,0,132,0,114.2037595,22966171.4,12872011.69,10094159.71,-99.814993986553,35.5388961799604,"OK","Roger Mills County",40129,"Roger Mills County","OK",1,0,4,0.010798,0.000855,0,0,55,0,168527,1,230,230,2044.22048705248,2.04422048705248
798,"Blackwell",2012,2300,26,108,19.2659138,59.8,0.322172472,59.8,9984214.593,7082257.872,2901956.721,-97.4252628935832,36.848460246435,"OK","Kay County",40071,"Kay County","OK",1,0,4,0.011018,0.000909,0,0,85,0,159805,2,138,138,6497.6183093005,6.4976183093005
799,"Canadian Hills",2012,2400,135,102,0,324,0,280.3183187,56057534.45,31667644.53,24389889.91,-98.0959294419424,35.6602507689678,"OK","Canadian County",40017,"Canadian County","OK",1,0,2,0.004645,0.000643,2,18823,93,0,119062,2,345,345,5234.9513304105,5.2349513304105
800,"Chisholm View",2012,1680,140,82.5,70.29260614,235.2,0.298863121,235.2,39584434.69,27389170.58,12195264.11,-97.6837261200102,36.5764976701375,"OK","Grant County",40047,"Garfield County","OK",1,0,3,0.007396,0,0,0,88,0,118691,1,345,345,68.3705618166839,0.0683705618166839
801,"Crossroads",2012,2300,13,101,35.84771145,29.9,1.198920115,29.9,6529053.082,5174610.001,1354443.081,-98.73654610883,36.0510976650192,"OK","Dewey County",40043,"Dewey County","OK",1,0,4,0.011018,0.000909,0,0,47,0,159778,1,345,345,3359.90788717275,3.35990788717275
802,"KODE Novus I",2012,2000,40,93,93.37405127,80,1.167175641,80,17923820.46,13718321.93,4205498.528,-101.366294999644,36.5293053591134,"OK","Texas County",40139,"Texas County","OK",1,0,5,0.011018,0.000909,0,0,83,0,310118,2,115,115,8310.45103433935,8.31045103433935
803,"KODE Novus II",2012,2000,20,93,36.82660557,40,0.920665139,40,7780605.92,6250964.226,1529641.694,-101.471730363238,36.5761316840252,"OK","Texas County",40139,"Texas County","OK",1,0,5,0.011018,0.000909,0,0,83,0,118710,1,115,115,11105.8849296524,11.1058849296524
804,"Minco III",2012,1600,63,100,118.9686349,100.8,1.180244394,100.8,22638760.14,17315772.9,5322987.246,-98.1573105199883,35.3717797243443,"OK","Canadian County",40015,"Caddo County","OK",1,0,4,0.010798,0.000855,0,0,74,0,119132,2,345,345,1991.05820174279,1.99105820174279
805,"Rocky Ridge I",2012,1600,93,82.5,178.6496483,148.8,1.200602475,148.8,33621496.34,25770205.25,7851291.091,-98.9971798411387,35.1281806126379,"OK","Kiowa County",40149,"Washita County","OK",1,0,4,0.010798,0.000855,0,0,76,0,119900,2,138,138,3577.20360118129,3.57720360118129
