"pid","p_name","p_year","t_cap","t_count","slr_cpc","wnd_cpc","slr_wn","tx_cpct","revenue","cost","profit","fips","county","state","region","env_sens_score","dac_sts","energy_brdn","foss_emplmt","coal_emplmt","outage_n","outage_dur","rci","energy_community","max_volt","min_volt","distance_km","lon","lat"
682,"Mustang Hills",2012,3000,6,19.21918237,18,1.067732354,18,4932498.593,3000587.703,1931910.89,6029,"Kern County","CA","Pacific",10,0,3,0.006322,0.001217,16,21867,89,1,500,220,26.0949013010338,-118.241178018229,35.0293103240304
683,"Nestle Waters",2012,1500,2,3.176203596,3,1.058734532,3,840969.2988,492762.6487,348206.6502,6065,"Riverside County","CA","Pacific",1,0,2,0.000561,0.000476,7,8846,94,0,115,115,2.94527984436298,-116.749888990126,33.9169940079201
684,"North Sky River",2012,1620,100,214.7351038,162,1.325525332,162,44288854.66,30026923.12,14261931.54,6029,"Kern County","CA","Pacific",10,0,3,0.006322,0.001217,16,21867,89,0,500,220,57.0164949972329,-118.190854371947,35.3305468526442
685,"Ocotillo Wind I",2012,2370,94,261.3012648,222.78,1.172911683,222.78,47897650.84,39748512.95,8149137.888,6025,"Imperial County","CA","Pacific",30,1,3,0.000715,0.000715,5,748,87,0,138,138,89.2849901195128,-116.039704258103,32.7493023006146
686,"Pacific Wind",2012,2050,70,190.3731796,143.5,1.326642366,143.5,37043857.03,25996676.48,11047180.54,6029,"Kern County","CA","Pacific",10,0,3,0.006322,0.001217,16,21867,89,0,500,220,4.6135211384212,-118.429457111317,34.8992578935114
687,"Pinyon Pines I",2012,3000,59,152.4577712,177,0.86134334,177,63426931.26,27262063.71,36164867.55,6029,"Kern County","CA","Pacific",10,0,3,0.006322,0.001217,16,21867,89,1,500,220,29.0977152926063,-118.221803721157,35.051457483253
688,"Pinyon Pines II",2012,3000,37,98.38679298,111,0.886367504,111,39261289.86,17246314.95,22014974.91,6029,"Kern County","CA","Pacific",10,0,3,0.006322,0.001217,16,21867,89,1,500,220,26.4242292564177,-118.213809880742,35.0095203467258
689,"Robertsons Ready Mix",2012,1600,2,4.121131827,3.2,1.287853696,3.2,829035.2554,572170.6092,256864.6462,6065,"Riverside County","CA","Pacific",55,0,2,0.000561,0.000476,7,8846,94,0,115,115,5.47552827459723,-116.81323597181,33.9158955138296
690,"Shiloh IV",2012,2050,48,138.966491,98.4,1.412261088,98.4,22182854.23,18333404.86,3849449.369,6095,"Solano County","CA","Pacific",10,0,2,0.000317,0.000317,1,331,93,0,230,230,2.07494567572686,-121.851120848754,38.1333753647889
691,"Solano Phase 3",2012,1800,55,132.6599999,99,1.339999999,99,22670895.96,18026961.63,4643934.339,6095,"Solano County","CA","Pacific",1,0,2,0.000317,0.000317,1,331,93,0,230,230,5.7550317276351,-121.780214104853,38.0910731093173
692,"Superior Farms",2012,1000,1,1.196349436,1,1.196349436,1,325046.0257,173658.0537,151387.9721,6095,"Solano County","CA","Pacific",1,0,2,0.000317,0.000317,1,331,93,0,115,115,12.6490194918471,-121.81749,38.420094
693,"Wagner",2012,3000,2,6.127651592,6,1.021275265,6,1978421.674,970196.7746,1008224.899,6065,"Riverside County","CA","Pacific",1,0,2,0.000561,0.000476,7,8846,94,0,115,115,0.36544812915982,-116.555588,33.9080945
694,"Walmart Red Bluff",2012,1500,1,0.529682137,1.5,0.353121425,1.5,426774.8768,184570.4166,242204.4601,6103,"Tehama County","CA","Pacific",30,0,4,0.000513,0.000718,1,331,78,0,115,115,39.4301299690389,-122.193886,40.111195
695,"Windstar",2012,2000,60,111.1719786,120,0.926433155,120,41812933.41,18904838.25,22908095.16,6029,"Kern County","CA","Pacific",10,0,3,0.006322,0.001217,16,21867,89,0,500,220,22.2404619249602,-118.318787319953,35.0333551567808
696,"Busch Ranch",2012,1800,16,7.33382462,28.8,0.254646688,28.8,7198379.03,3281391.701,3916987.329,8055,"Huerfano County","CO","Mountain",10,0,6,0.000925,0.00036,0,0,65,1,138,138,3.20178607928604,-104.468827259168,37.7796839879024
697,"Colorado Highlands",2012,1600,42,43.10428475,67.2,0.641432809,67.2,15684105.17,9271792.654,6412312.514,8075,"Logan County","CO","Mountain",5,0,6,0.000925,0.00036,0,0,89,0,115,115,1.01380673588365,-102.7526557011,40.7443236169952
698,"Limon I",2012,1600,125,117.3925869,200,0.586962935,200,42358075.99,26937233.74,15420842.25,8073,"Lincoln County","CO","Mountain",10,0,5,0.000925,0.00036,0,0,59,0,345,345,2.52705007217962,-103.647560880678,39.3968935011076
699,"Limon II",2012,1600,125,214.5264295,200,1.072632147,200,46463282.16,33036674.71,13426607.44,8073,"Lincoln County","CO","Mountain",1,0,5,0.000925,0.00036,0,0,59,0,345,115,3.67271695294073,-103.561754488572,39.3388065966856
700,"AG Land 1",2012,1600,6,9.317965886,9.6,0.970621446,9.6,2898740.891,1527155.374,1371585.517,19169,"Story County","IA","West North Central",1,0,1,0.000404,0.000404,1,300,96,0,161,161,7.13479109411261,-93.4394265087917,42.1496606543598
701,"Cannon II",2012,900,1,1.03513593,0.9,1.150151033,0.9,258904.3509,153746.327,105158.024,19017,"Bremer County","IA","West North Central",1,0,3,0.000433,0.000433,0,0,92,0,161,161,13.4281008837632,-92.368095,42.735493
702,"Cumberland Rose",2012,1600,1,1.330942341,1.6,0.831838963,1.6,415115.8217,242612.8528,172502.9689,19001,"Adair County","IA","West North Central",1,0,7,0.000167,0.000167,0,0,56,0,161,161,22.4193397123502,-94.434891,41.227093
703,"Eclipse",2012,2300,87,216.9337987,200.1,1.08412693,200.1,54057306.47,33169759.53,20887546.95,19077,"Guthrie County","IA","West North Central",1,0,4,0.000201,0.000119,0,0,77,0,161,161,1.98663599668815,-94.6821975753809,41.5576941381828
704,"Forward Fontanelle",2012,1600,1,1.508879548,1.6,0.943049717,1.6,439024.1564,252692.7538,186331.4026,19001,"Adair County","IA","West North Central",1,0,7,0.000167,0.000167,0,0,56,0,161,161,14.2740341231465,-94.570694,41.339592
705,"Franklin County",2012,1650,60,127.4681772,99,1.287557346,99,23753691.56,17708766.37,6044925.183,19069,"Franklin County","IA","West North Central",1,0,5,0.000335,0.000335,0,0,66,0,161,161,6.60316691244845,-93.3298862964355,42.6103088641729
706,"Greenfield Wind",2012,1600,1,0.58532594,1.6,0.365828713,1.6,401003.0093,195850.4728,205152.5366,19001,"Adair County","IA","West North Central",15,0,7,0.000167,0.000167,0,0,56,0,161,161,21.7659702193439,-94.488579,41.29052
707,"GWE, LLC",2012,2000,2,5.532586146,4,1.383146537,4,916576.0425,740453.939,176122.1035,19169,"Story County","IA","West North Central",1,0,1,0.000404,0.000404,1,300,96,0,161,161,9.71478208486207,-93.4790534814794,42.0017605047071
708,"Hawkeye",2012,2500,15,34.87072188,37.5,0.929885917,37.5,11403521.56,5892225.315,5511296.248,19065,"Fayette County","IA","West North Central",10,0,7,0.000335,0.000335,0,0,77,0,161,161,14.4846797923522,-92.0295294807841,42.9311633647629
709,"Junction Hilltop Wind",2012,1600,5,10.3371719,8,1.292146488,8,2110391.115,1435823.472,674567.6427,19073,"Greene County","IA","West North Central",1,0,3,0.000167,0.000167,1,300,67,0,161,161,10.4685568916384,-94.2702229214785,42.0975073682344
710,"Kirkwood Community College",2012,2500,1,2.804528028,2.5,1.121811211,2.5,641408.1908,420674.5424,220733.6484,19113,"Linn County","IA","West North Central",1,0,2,0.000261,0.000261,1,300,94,1,115,115,3.76761662270435,-91.650894,41.916592
711,"Meadow Ridge",2012,1600,1,1.945290338,1.6,1.215806461,1.6,396289.3436,280207.7436,116081.6,19001,"Adair County","IA","West North Central",1,0,7,0.000167,0.000167,0,0,56,0,161,161,15.7703305195623,-94.446289,41.390095
712,"Morning Light",2012,2300,44,124.7061434,101.2,1.232274144,101.2,25084636.73,17726211.39,7358425.343,19001,"Adair County","IA","West North Central",1,0,7,0.000167,0.000167,0,0,56,0,161,161,3.4616263894855,-94.5787701612603,41.4420145350973
713,"New Harvest",2012,2000,50,90.95635009,100,0.909563501,100,24550632.08,15480347.89,9070284.194,19047,"Crawford County","IA","West North Central",1,0,5,0.000167,0.000167,0,0,66,0,161,161,1.56418899664696,-95.4505805367692,42.1691063304108
714,"Pioneer Grove",2012,3000,2,6.09987693,6,1.016646155,6,1434207.705,976305.5251,457902.1797,19031,"Cedar County","IA","West North Central",1,0,5,0.000832,0.000832,1,300,70,0,115,115,16.4551384369504,-91.2326930410351,41.8526420097453
715,"Pocahontas Prairie",2012,2000,40,78.22943795,80,0.977867974,80,20572338.53,12796131.85,7776206.678,19151,"Pocahontas County","IA","West North Central",1,0,5,6e-04,0.00025,0,0,64,0,161,161,12.2930760676652,-94.6111547064262,42.5957665671448
716,"Rippey",2012,2500,20,44.6169758,50,0.892339516,50,13041549.82,7690696.423,5350853.4,19073,"Greene County","IA","West North Central",1,0,3,0.000167,0.000167,1,300,67,0,161,161,2.65551362615518,-94.2115986228163,41.9931812746335
717,"Sky Volt",2012,1680,1,1.671805219,1.68,0.995122154,1.68,428590.1134,271841.0116,156749.1018,19001,"Adair County","IA","West North Central",1,0,7,0.000167,0.000167,0,0,56,0,161,161,21.8678260501918,-94.485252,41.290779
718,"Vienna",2012,2350,45,95.85491044,105.75,0.906429413,105.75,26453633.69,16470527.69,9983105.997,19171,"Tama County","IA","West North Central",1,0,4,0.000832,0.000832,1,300,67,0,161,115,15.617629667435,-92.7620047989915,42.1652004696819
719,"Wiota Wind",2012,1600,1,1.555955156,1.6,0.972471973,1.6,411389.0599,254911.5,156477.5599,19029,"Cass County","IA","West North Central",1,0,4,0.000167,0.000167,0,0,66,0,161,161,8.67441958900924,-94.876793,41.391495
720,"High Mesa",2012,2100,19,33.50753453,39.9,0.839787833,39.9,11170338.6,6001761.988,5168576.607,16039,"Elmore County","ID","Mountain",10,1,3,0.001001,0.001001,1,91,79,0,138,138,1.37655845793037,-115.039552664852,42.8926638902914
721,"Horse Butte",2012,1800,32,43.85523003,57.6,0.761375521,57.6,16040202.33,8387713.605,7652488.722,16019,"Bonneville County","ID","Mountain",1,0,2,0,0,2,2,93,0,115,115,2.7141206982834,-111.736068413506,43.4034127642456
722,"Meadow Creek",2012,2100,57,101.5573702,119.7,0.8484325,119.7,33865889.07,18088430.6,15777458.47,16019,"Bonneville County","ID","Mountain",10,0,2,0,0,2,2,93,0,161,115,3.26403238884286,-111.810671058718,43.546913392497
723,"Cold Springs",2012,2300,60,122.5327022,138,0.887918132,138,37573696.75,21202512.41,16371184.33,16039,"Elmore County","ID","Mountain",1,1,3,0.001001,0.001001,1,91,79,0,138,138,3.9380355767264,-115.441887287807,43.0326739920247
724,"Bishop Hill I",2012,1620,133,266.9886476,215.46,1.239156445,215.46,64341753.52,37798532.96,26543220.55,17073,"Henry County","IL","East North Central",10,0,4,0.000373,0.000373,0,0,79,0,138,138,1.50253827775059,-90.138360800046,41.2094177231745
725,"Bishop Hill II",2012,1620,50,97.89156455,81,1.208537834,81,24952480.38,14056217.18,10896263.2,17073,"Henry County","IL","East North Central",1,0,4,0.000373,0.000373,0,0,79,0,138,138,1.73082645225325,-90.1403122029964,41.2219622844103
726,"California Ridge",2012,1620,133,273.2824499,215.46,1.268367446,215.46,66012601.36,38207896.87,27804704.49,17183,"Vermilion County","IL","East North Central",1,0,3,0,0,0,0,87,1,138,138,2.3793262718842,-87.898657845056,40.2193344385178
727,"Turbine EVE",2012,2500,1,3.111376258,2.5,1.244550503,2.5,774941.7348,442308.2077,332633.5271,17103,"Lee County","IL","East North Central",1,0,3,0,0,2,4187,89,0,138,138,15.696475178989,-89.245003,41.637596
728,"Heartland Community College",2012,1650,1,1.993501814,1.65,1.208182918,1.65,494247.0508,286652.8725,207594.1783,17113,"McLean County","IL","East North Central",1,0,2,0.000119,0.000119,0,0,95,0,138,138,4.40875538646651,-89.018791,40.536694
729,"Minonk",2012,2000,100,255.2511558,200,1.276255779,200,59047128.24,35703504.2,23343624.05,17203,"Woodford County","IL","East North Central",1,0,3,0.000222,0.000222,0,0,92,0,138,138,10.8915400424368,-88.9488425451362,40.8725870480949
730,"Shady Oaks",2012,2500,71,220.81821,177.5,1.244046253,177.5,58885492.26,31221416.72,27664075.53,17103,"Lee County","IL","East North Central",1,0,3,0,0,2,4187,89,0,138,138,3.43888267433089,-89.1005495367021,41.6662284542513
731,"Northwestern School Corporation",2012,900,1,1.072206971,0.9,1.191341079,0.9,287270.8345,155504.2113,131766.6232,18067,"Howard County","IN","East North Central",1,0,3,0,0,0,0,89,0,230,230,5.73468082746539,-86.204498,40.523193
732,"West Central School Corporation",2012,900,1,1.156387323,0.9,1.284874803,0.9,292156.4304,161746.3839,130410.0465,18131,"Pulaski County","IN","East North Central",1,0,6,0.000109,0.000109,0,0,65,1,138,138,19.0243693044691,-86.885483,41.027817
733,"Wildcat I",2012,1600,125,273.0720157,200,1.365360079,200,60418514.04,36728738.61,23689775.44,18159,"Tipton County","IN","East North Central",1,0,4,0.000233,0.000233,0,0,68,0,138,138,5.33146895943714,-85.8641485297511,40.3384573831947
734,"Cimarron I",2012,2300,72,193.9492153,165.6,1.171190914,165.6,36196342.36,28402905.12,7793437.239,20069,"Gray County","KS","West North Central",1,0,3,0.002347,0.000546,0,0,64,0,345,345,5.6623453141769,-100.275169756105,37.8715767704222
735,"Cimarron II",2012,2300,57,148.1693333,131.1,1.130200864,131.1,30272881.97,22137407.2,8135474.776,20069,"Gray County","KS","West North Central",10,0,3,0.002347,0.000546,0,0,64,0,345,345,4.55384131310665,-100.37976477689,37.9012281562511
736,"Ensign",2012,2300,43,118.1458151,98.9,1.194598738,98.9,22703333.62,17266794.08,5436539.544,20069,"Gray County","KS","West North Central",25,0,3,0.002347,0.000546,0,0,64,0,115,115,25.4423201343727,-100.278834363065,37.6139728167006
737,"Flat Ridge 2",2012,1600,293,445.3593289,468.8,0.949998568,468.8,103674928.5,73988315.61,29686612.84,20077,"Harper County","KS","West North Central",1,0,4,0.002347,0.000546,0,0,63,0,345,345,7.59318903557633,-98.2449495142625,37.3668015241494
738,"Ironwood I",2012,2300,73,157.9588394,167.9,0.940791182,167.9,37326885.13,26378635.45,10948249.67,20057,"Ford County","KS","West North Central",1,0,4,0.002347,0.000546,0,0,87,0,345,115,5.87960537428679,-99.7594657247231,37.8113992782028
739,"Post Rock",2012,1500,134,179.6472174,201,0.893767251,201,41701962.8,31017179.18,10684783.62,20053,"Ellsworth County","KS","West North Central",1,0,7,0.002347,0.000546,0,0,47,0,230,230,7.71173179241143,-98.3438006431344,38.8458248099311
740,"Shooting Star",2012,1600,65,98.52003448,104,0.947308024,104,23018606.22,16442706.95,6575899.267,20097,"Kiowa County","KS","West North Central",25,0,4,0.002347,0.000546,0,0,76,0,115,115,13.0856850406185,-99.4484935028438,37.5177747372365
741,"Spearville 3",2012,1600,63,95.86129648,100.8,0.951004925,100.8,21814038.11,15893236.53,5920801.581,20057,"Ford County","KS","West North Central",25,0,4,0.002347,0.000546,0,0,87,0,230,230,4.92483614603583,-99.8424313409878,37.8445058081538
742,"El Dorado Wind Power",2012,1000,1,0.893607513,1,0.893607513,1,214636.5569,155866.568,58769.98893,20015,"Butler County","KS","West North Central",15,0,3,0.000428,0.000203,0,0,91,0,138,138,26.9300657528869,-96.851089,37.796993
743,"Applied Materials",2012,2500,1,3.42152203,2.5,1.368608812,2.5,819000.0574,462174.8185,356825.2389,25009,"Essex County","MA","New England",25,0,3,0.000447,0.000471,0,0,92,0,115,115,17.9143863863844,-70.649399,42.628193
744,"Camelot Wind Project",2012,1500,1,2.210105338,1.5,1.473403559,1.5,504432.5053,285256.9726,219175.5328,25023,"Plymouth County","MA","New England",1,0,3,0.000447,0.000471,0,0,92,0,345,345,2.4262539095797,-70.644302,41.925491
745,"Equity Industrial Partners",2012,2000,2,5.962254253,4,1.490563563,4,1331844.536,769812.1747,562032.3616,25009,"Essex County","MA","New England",15,0,3,0.000447,0.000471,0,0,92,0,115,115,17.2802569358795,-70.6565019915481,42.6259405021429
746,"Fairhaven Wind",2012,1500,2,4.494509909,3,1.49816997,3,1012058.222,575746.0599,436312.1621,25005,"Bristol County","MA","New England",30,0,4,4e-04,0.000452,0,0,90,0,115,115,4.80788108385763,-70.872798991175,41.6381415015548
747,"Falmouth II",2012,1650,1,2.246964808,1.65,1.361796854,1.65,645890.7865,302420.5194,343470.267,25001,"Barnstable County","MA","New England",1,0,4,9.8e-05,9.8e-05,0,0,92,0,115,115,3.66503455582528,-70.621498,41.609291
748,"Hoosac",2012,1500,19,38.89440425,28.5,1.364715938,28.5,11121166.12,5231576.619,5889589.506,25003,"Berkshire County","MA","New England",10,0,5,0,0,0,0,90,0,115,115,4.84830051899823,-73.0332959842698,42.7222140253001
749,"University of Massachussetts Dartmouth",2012,600,1,0.812299476,0.6,1.35383246,0.6,237320.6685,109615.3756,127705.293,25005,"Bristol County","MA","New England",30,0,4,4e-04,0.000452,0,0,90,0,115,115,2.50522264093186,-71.010597,41.62669
750,"Ipswich II",2012,2000,1,2.707400805,2,1.353700402,2,774077.1274,367195.4428,406881.6845,25009,"Essex County","MA","New England",45,0,3,0.000447,0.000471,0,0,92,0,115,115,13.745282506341,-70.846397,42.717293
751,"Kingston",2012,2000,1,2.681623604,2,1.340811802,2,785775.1877,364071.7581,421703.4296,25023,"Plymouth County","MA","New England",10,0,3,0.000447,0.000471,0,0,92,0,115,115,4.45764935154486,-70.715897,41.97879
752,"No Fossil Fuel - Kingston",2012,2000,3,8.44020145,6,1.406700242,6,2306557.03,1116434.392,1190122.638,25023,"Plymouth County","MA","New England",10,0,3,0.000447,0.000471,0,0,92,0,115,115,3.37193254066258,-70.7269670349239,41.9720916895402
753,"Philips Lightolier",2012,2000,1,2.679999999,2,1.339999999,2,785767.7484,363345.3027,422422.4457,25005,"Bristol County","MA","New England",1,0,4,4e-04,0.000452,0,0,90,0,115,115,0.614497322665335,-71.116997,41.74609
754,"Scituate Wind",2012,1500,1,2.018660894,1.5,1.345773929,1.5,582681.1631,273429.7589,309251.4042,25023,"Plymouth County","MA","New England",45,0,3,0.000447,0.000471,0,0,92,0,115,115,3.71936760456585,-70.7285,42.175091
755,"Bull Hill",2012,1800,19,47.94343052,34.2,1.401854694,34.2,12771615.59,6389081.124,6382534.465,23009,"Hancock County","ME","New England",1,0,6,0.000342,0.001076,0,0,82,0,115,115,16.2418041008257,-68.1609263827071,44.7151829879718
756,"Beebe Community Wind",2012,2400,34,85.87247369,81.6,1.052358746,81.6,24638924.21,13457183.39,11181740.83,26057,"Gratiot County","MI","East North Central",1,0,4,0.000794,0.000416,1,278,87,0,138,138,16.002193524036,-84.517374289954,43.2736846348346
757,"Gratiot County",2012,1600,72,125.07853,115.2,1.085751128,115.2,34330822.73,19131196.28,15199626.46,26057,"Gratiot County","MI","East North Central",1,0,4,0.000794,0.000416,1,278,87,0,138,138,4.46935893933806,-84.5037283851583,43.3940310042387
758,"Harvest II",2012,1800,33,62.51592699,59.4,1.052456683,59.4,17936072.29,9724060.781,8212011.508,26063,"Huron County","MI","East North Central",1,0,5,0.000794,0.000416,3,7874,66,0,120,120,1.02029338347291,-83.2092145142544,43.8288421492355
759,"Heritage Garden",2012,2000,13,27.13886561,26,1.043802523,26,6780317.542,4241966.455,2538351.087,26041,"Delta County","MI","East North Central",10,0,4,0.000777,0.000777,0,0,89,0,138,138,0.892361370449473,-86.5434619653244,45.7998244811929
760,"Lake Winds",2012,1800,56,95.96829085,100.8,0.952066377,100.8,30114995.36,15921373.33,14193622.03,26105,"Mason County","MI","East North Central",10,0,6,0.000794,0.000416,0,0,89,0,345,345,7.54123897360595,-86.3527781308363,43.8676502506917
761,"McKinley Wind Park",2012,1600,9,14.70372616,14.4,1.021092095,14.4,4288770.875,2334073.097,1954697.779,26063,"Huron County","MI","East North Central",10,0,5,0.000794,0.000416,3,7874,66,0,120,120,5.29124157698477,-83.2579460252382,43.8758131559541
762,"Minden Wind Park",2012,1600,20,36.28264808,32,1.133832753,32,8999006.759,5400401.216,3598605.543,26151,"Sanilac County","MI","East North Central",1,0,6,0.000794,0.000416,2,3720,67,1,120,120,0.570924010438742,-82.7802865858586,43.638110597309
763,"Sigel Wind Park",2012,1600,39,73.48336027,62.4,1.177617953,62.4,17880795.89,10705287.75,7175508.138,26063,"Huron County","MI","East North Central",10,0,5,0.000794,0.000416,3,7874,66,1,120,120,1.25367775217244,-82.7946574483811,43.8587116091663
764,"Tuscola Bay Wind",2012,1600,75,132.4579049,120,1.103815874,120,35454236.98,20072367.63,15381869.36,26157,"Tuscola County","MI","East North Central",10,0,5,0.000794,0.000416,3,7874,66,1,138,120,5.32335971597107,-83.6616176558328,43.5197391506983
765,"Big Blue Wind Farm",2012,2000,18,25.53881643,36,0.709411568,36,8217705.793,5241473.282,2976232.511,27043,"Faribault County","MN","West North Central",1,0,6,0.000695,0.000695,0,0,68,0,161,161,42.4428999010553,-94.2122504907662,43.6218405782721
766,"Community Wind South",2012,2050,15,25.35578012,30.75,0.824578215,30.75,6538415.607,4660667.898,1877747.709,27105,"Nobles County","MN","West North Central",1,0,2,0.000505,0.000505,0,0,88,0,115,115,27.1917206459409,-95.8054021275103,43.7156715921701
767,"Prairie Rose",2012,1680,119,128.3551511,199.92,0.642032569,199.92,45632880.2,27609208.96,18023671.23,27133,"Rock County","MN","West North Central",10,0,5,0.000505,0.000505,0,0,69,0,115,115,2.12876279145351,-96.2923382459162,43.7891776481387
768,"Gordon Butte",2012,1500,6,4.232182428,9,0.470242492,9,2179116.832,1179779.961,999336.8706,30059,"Meagher County","MT","Mountain",10,0,9,0.000196,0.000196,0,0,67,0,230,230,48.1355154624973,-110.334611947031,46.4116237188951
769,"Musselshell I",2012,1500,7,11.03522514,10.5,1.050973822,10.5,2849865.936,1728387.451,1121478.485,30107,"Wheatland County","MT","Mountain",25,1,4,0.004578,0.001052,0,0,46,0,230,230,13.2781576204522,-109.470839298684,46.2826838783554
770,"Musselshell II",2012,1500,7,10.71131929,10.5,1.020125647,10.5,2864847.71,1709218.836,1155628.875,30107,"Wheatland County","MT","Mountain",25,1,4,0.004578,0.001052,0,0,46,0,230,230,14.5770803284286,-109.501190286245,46.2657469617312
771,"Rim Rock",2012,1500,126,184.2093574,189,0.974652685,189,51540034.09,30051008.25,21489025.84,30101,"Toole County","MT","Mountain",10,0,1,0.004578,0.001052,0,0,66,0,230,230,3.06283115634622,-112.123393092357,48.8281692274626
772,"Spion Kop",2012,1600,25,34.16239624,40,0.854059906,40,10918580.85,6142040.746,4776540.105,30045,"Judith Basin County","MT","Mountain",10,1,8,0.004578,0.001052,0,0,67,0,115,115,28.901139571197,-110.635362604583,47.3387520408622
773,"Bison Wind 1B",2012,3000,9,28.60938885,27,1.059606994,27,6600945.849,4438618.338,2162327.511,38065,"Oliver County","ND","West North Central",1,0,4,0.001366,0.001074,0,0,76,1,230,230,3.98400633071134,-101.498784550002,46.9997539973747
774,"Bison Wind 2",2012,3000,34,106.1823593,102,1.041003523,102,24826991.23,16684173.69,8142817.548,38059,"Morton County","ND","West North Central",1,0,4,0.001366,0.001074,0,0,79,1,230,230,8.18728187893706,-101.644882854833,46.9577469537437
775,"Bison Wind 3",2012,3000,35,101.7004411,105,0.968575629,105,25592175.13,16645817.67,8946357.456,38059,"Morton County","ND","West North Central",10,0,4,0.001366,0.001074,0,0,79,1,230,230,1.98017472948446,-101.530807344109,46.9636803251752
776,"Pembina Border Station",2012,1000,1,0.896162544,1,0.896162544,1,241418.8625,157223.6965,84195.16596,38067,"Pembina County","ND","West North Central",10,0,3,0.000382,0.000382,0,0,64,1,115,115,41.6574448370713,-97.241592,48.996891
777,"Broken Bow I",2012,1600,50,87.78997145,80,1.097374643,80,18799188.4,13322096.71,5477091.687,31041,"Custer County","NE","West North Central",15,0,5,0.000566,0.000566,1,10,66,0,115,115,1.13726275627712,-99.5600992473321,41.4614282175929
778,"Crofton Bluffs",2012,1800,22,33.59458751,39.6,0.848348169,39.6,9488034.351,6032415.17,3455619.181,31107,"Knox County","NE","West North Central",1,0,5,0.000329,0.000329,0,0,67,0,115,115,18.3249100247914,-97.577405408241,42.6996151905826
779,"Granite Reliable Power",2012,3000,33,134.1473632,99,1.355023871,99,35355841.15,18218714.38,17137126.77,33007,"Coos County","NH","New England",10,1,6,0.000572,0.000572,1,1305,89,0,115,115,18.0120742826054,-71.3023206177875,44.7862835014404
780,"Groton",2012,2000,24,64.31999998,48,1.339999999,48,17609247.48,8765241.051,8844006.429,33009,"Grafton County","NH","New England",10,0,4,0.000572,0.000572,0,0,91,0,115,115,12.135545556306,-71.8070576449791,43.76188822665
781,"Bayonne Wind Energy Project",2012,1500,1,1.855215522,1.5,1.236810348,1.5,495045.0856,263318.9324,231726.1532,34017,"Hudson County","NJ","Mid Atlantic",1,0,2,0.000389,0.000342,0,0,88,0,345,345,4.71377091961983,-74.117699,40.652794
782,"Wildcat Wind Project",2012,2100,13,18.20542866,27.3,0.666865519,27.3,4524055.441,3866549.816,657505.6243,35025,"Lea County","NM","Mountain",1,0,3,0.017882,0.001407,0,0,85,0,115,115,26.4366913345722,-103.279709501723,32.9556980472734
783,"Spring Valley",2012,2300,66,125.2164,151.8,0.824877471,151.8,34273915.44,22686019.37,11587896.06,32033,"White Pine County","NV","Mountain",10,0,3,0.012812,0.012812,2,0,69,0,230,230,0.885631865781397,-114.490164150367,39.0968877505623
784,"Fenner Wind Power Project - Repower",2012,1500,1,1.999113603,1.5,1.332742402,1.5,533411.4322,272006.0933,261405.3389,36053,"Madison County","NY","Mid Atlantic",10,0,3,0.000551,0.000551,0,0,91,0,115,115,2.07948155252538,-75.767838,42.975552
785,"Harbec Plastics",2012,850,1,1.103482804,0.85,1.298215063,0.85,294869.424,152320.1804,142549.2435,36117,"Wayne County","NY","Mid Atlantic",1,0,4,0.000507,0.000481,0,0,89,0,115,115,2.37856397510913,-77.360138,43.226955
786,"Marble River",2012,3075,70,274.0331469,215.25,1.273092436,215.25,69404958.23,38267157.48,31137800.74,36019,"Clinton County","NY","Mid Atlantic",30,0,4,0.000717,0.000717,0,0,89,0,230,230,4.25560552292811,-73.9417861858987,44.9295246645233
787,"Steel Winds II",2012,2500,5,16.29526348,12.5,1.303621079,12.5,4012376.435,2242878.854,1769497.581,36029,"Erie County","NY","Mid Atlantic",1,0,2,0.000464,0.000446,0,0,90,0,115,115,1.04586971523984,-78.8628955404073,42.8102373937869
788,"Archbold Local Schools Wind Turbine",2012,750,1,0.886965145,0.75,1.182620193,0.75,222591.2002,129890.7156,92700.48462,39051,"Fulton County","OH","East North Central",1,0,4,0.000759,0.000193,0,0,80,0,138,138,17.4350297943913,-84.315895,41.51519
789,"Blue Creek",2012,2000,152,412.0832346,304,1.355536956,304,91757687.19,55806280.63,35951406.56,39161,"Van Wert County","OH","East North Central",1,0,5,0.000251,0.000251,0,0,89,0,345,345,12.0303867914428,-84.6040210177807,40.9636188101841
790,"Case Western University",2012,1000,1,1.268250938,1,1.268250938,1,355127.3934,177275.768,177851.6254,39035,"Cuyahoga County","OH","East North Central",10,0,2,0.000487,0.000423,0,0,89,0,138,138,1.78048796027707,-81.497627,41.602192
791,"Cooper Farms",2012,1500,3,5.499301561,4.5,1.222067014,4.5,1544055.009,789505.6376,754549.371,39161,"Van Wert County","OH","East North Central",1,0,5,0.000251,0.000251,0,0,89,0,345,345,14.8345567597124,-84.5641960431971,40.9134927248714
792,"Haviland Wind Project",2012,1500,3,2.772643366,4.5,0.61614297,4.5,1284534.282,618594.5658,665939.7162,39125,"Paulding County","OH","East North Central",1,0,5,0.000251,0.000251,0,0,68,0,138,138,14.2450727104117,-84.5879949823497,41.0196913361021
